date,KOSPI,SP500,VIX,US10,KR10,GOLD,CRUDE_W,NIKKEI,EUROSTX
1985-09-24,,715.7499999999993,,-16.22655249999997,,1193.999999999999,,,
1985-09-25,,713.0999999999993,,-15.945302499999968,,1193.499999999999,,,
1985-09-26,,714.1999999999994,,-15.632802499999968,,1191.3999999999992,,,
1985-09-27,,714.0999999999993,,-16.07030249999997,,1191.8999999999992,,,
1985-09-30,,714.3999999999994,,-15.976552499999968,,1186.2999999999993,,,
1985-10-01,,718.0999999999993,,-15.820302499999968,,1186.2999999999993,,,
1985-10-02,,715.8999999999994,,-16.16405249999997,,1187.499999999999,,,
1985-10-03,,716.2999999999993,,-16.00780249999997,,1193.0999999999992,,,
1985-10-04,,714.8499999999993,,-16.25780249999997,,1191.3999999999992,,,
1985-10-07,,714.7999999999994,,-16.63280249999997,,1189.6999999999994,,,
1985-10-08,,714.4999999999993,,-16.47655249999997,,1187.7999999999993,,,
1985-10-09,,714.7499999999993,,-16.60155249999997,,1188.1999999999994,,,
1985-10-10,,715.0499999999994,,-16.38280249999997,,1188.2999999999993,,,
1985-10-11,,717.2999999999993,,-16.28905249999997,,1189.8999999999992,,,
1985-10-14,,718.7999999999993,,-15.976552499999968,,1188.999999999999,,,
1985-10-15,,718.2499999999993,,-15.851552499999968,,1188.2999999999993,,,
1985-10-16,,719.7499999999993,,-15.507802499999968,,1185.999999999999,,,
1985-10-17,,719.2499999999993,,-15.257802499999968,,1187.5999999999992,,,
1985-10-18,,718.4499999999994,,-15.101552499999968,,1188.8999999999994,,,
1985-10-21,,718.3999999999994,,-15.132802499999968,,1188.5999999999992,,,
1985-10-22,,719.5499999999993,,-14.757802499999968,,1189.2999999999993,,,
1985-10-23,,720.7999999999993,,-14.789052499999968,,1188.1999999999994,,,
1985-10-24,,719.6999999999994,,-14.851552499999968,,1187.3999999999994,,,
1985-10-25,,718.9999999999993,,-15.132802499999968,,1188.5999999999992,,,
1985-10-28,,719.6999999999994,,-15.507802499999968,,1188.0999999999992,,,
1985-10-29,,721.0499999999994,,-14.351552499999968,,1188.499999999999,,,
1985-10-30,,721.6499999999994,,-13.914052499999968,,1186.999999999999,,,
1985-10-31,,720.8499999999995,,-13.820302499999968,,1185.8999999999994,,,
1985-11-01,,722.7999999999994,,-13.820302499999968,,1187.2999999999993,,,
1985-11-04,,722.8999999999994,,-13.726552499999968,,1186.2999999999993,,,
1985-11-05,,723.6499999999994,,-13.382802499999968,,1185.3999999999994,,,
1985-11-06,,723.8999999999994,,-13.351552499999968,,1184.6999999999994,,,
1985-11-07,,723.9499999999994,,-13.195302499999968,,1182.2999999999995,,,
1985-11-08,,725.4499999999994,,-12.757802499999968,,1184.7999999999993,,,
1985-11-11,,729.4999999999993,,-12.882802499999968,,1183.6999999999994,,,
1985-11-12,,730.3499999999993,,-12.164052499999968,,1184.999999999999,,,
1985-11-13,,729.4999999999993,,-12.476552499999968,,1185.3999999999994,,,
1985-11-14,,731.2999999999994,,-12.664052499999968,,1184.999999999999,,,
1985-11-15,,730.2999999999994,,-13.039052499999968,,1183.8999999999994,,,
1985-11-18,,730.8999999999994,,-11.882802499999968,,1183.8999999999994,,,
1985-11-19,,730.7499999999993,,-11.882802499999968,,1183.8999999999994,,,
1985-11-20,,731.0499999999994,,-11.914052499999968,,1185.999999999999,,,
1985-11-21,,733.3999999999994,,-11.726552499999968,,1186.5999999999992,,,
1985-11-22,,732.9499999999994,,-12.101552499999968,,1186.5999999999992,,,
1985-11-25,,732.5499999999993,,-12.101552499999968,,1191.8999999999992,,,
1985-11-26,,732.7499999999993,,-12.039052499999968,,1190.3999999999992,,,
1985-11-27,,735.3499999999995,,-11.695302499999968,,1184.8999999999994,,,
1985-11-29,,733.9999999999993,,-11.445302499999968,,1182.0999999999997,,,
1985-12-02,,732.3499999999993,,-12.132802499999968,,1181.2999999999993,,,
1985-12-03,,733.1499999999994,,-12.007802499999968,,1181.499999999999,,,
1985-12-04,,736.4499999999994,,-11.570302499999968,,1180.499999999999,,,
1985-12-05,,735.9499999999994,,-11.539052499999968,,1181.6999999999994,,,
1985-12-06,,735.9999999999993,,-11.632802499999968,,1180.999999999999,,,
1985-12-09,,736.4999999999993,,-10.476552499999968,,1174.5999999999997,,,
1985-12-10,,736.5999999999995,,-9.914052499999968,,1175.999999999999,,,
1985-12-11,,738.6999999999994,,-9.007802499999968,,1174.8999999999994,,,
1985-12-12,,738.8999999999994,,-9.414052499999968,,1175.1999999999994,,,
1985-12-13,,742.1499999999994,,-9.226552499999968,,1176.999999999999,,,
1985-12-16,,743.8999999999994,,-8.851552499999968,,1179.6999999999994,,,
1985-12-17,,742.4499999999994,,-8.132802499999968,,1178.6999999999994,,,
1985-12-18,,741.4999999999993,,-8.507802499999968,,1182.0999999999997,,,
1985-12-19,,741.5999999999993,,-8.476552499999968,,1181.999999999999,,,
1985-12-20,,742.4499999999994,,-8.039052499999968,,1183.499999999999,,,
1985-12-23,,739.1999999999994,,-8.257802499999968,,1183.0999999999992,,,
1985-12-24,,737.9999999999993,,-8.226552499999968,,1182.999999999999,,,
1985-12-26,,738.7999999999994,,-8.039052499999968,,1182.499999999999,,,
1985-12-27,,740.9499999999994,,-7.695302499999968,,1183.7999999999993,,,
1985-12-30,,742.1999999999994,,-7.914052499999968,,1185.3999999999994,,,
1985-12-31,,741.1999999999994,,-7.820302499999968,,1185.8999999999994,,,
1986-01-02,,740.2999999999994,,-8.039052499999968,,1183.6999999999994,,,
1986-01-03,,741.6999999999994,,-8.039052499999968,,1184.7999999999993,,,
1986-01-06,,741.9999999999993,,-8.132802499999968,,1185.499999999999,,,
1986-01-07,,744.7999999999994,,-7.289052499999968,,1187.5999999999992,,,
1986-01-08,,736.9999999999993,,-8.476552499999968,,1190.8999999999992,,,
1986-01-09,,735.5999999999995,,-9.132802499999968,,1194.6999999999991,,,
1986-01-10,,735.0999999999995,,-9.539052499999968,,1198.0999999999992,,,
1986-01-13,,736.1499999999994,,-10.664052499999968,,1196.2999999999993,,,
1986-01-14,,735.9499999999994,,-10.039052499999968,,1195.7999999999993,,,
1986-01-15,,737.6999999999994,,-9.414052499999968,,1205.499999999999,,,
1986-01-16,,738.4999999999993,,-9.289052499999968,,1212.3999999999992,,,
1986-01-17,,736.8499999999995,,-8.976552499999968,,1212.799999999999,,,
1986-01-20,,737.0999999999995,,-9.039052499999968,,1209.8999999999992,,,
1986-01-21,,734.2999999999994,,-8.882802499999968,,1207.5999999999992,,,
1986-01-22,,731.5499999999994,,-9.195302499999968,,1206.299999999999,,,
1986-01-23,,733.3999999999994,,-8.882802499999968,,1206.6999999999991,,,
1986-01-24,,735.5499999999994,,-8.851552499999968,,1213.1999999999991,,,
1986-01-27,,736.5499999999994,,-8.101552499999968,,1209.0999999999992,,,
1986-01-28,,740.7999999999994,,-7.539052499999968,,1208.499999999999,,,
1986-01-29,,740.1999999999994,,-7.882802499999968,,1211.0999999999992,,,
1986-01-30,,739.0499999999994,,-7.914052499999968,,1210.299999999999,,,
1986-01-31,,741.7999999999994,,-7.726552499999968,,1203.799999999999,,,
1986-02-03,,744.2999999999994,,-7.289052499999968,,1198.299999999999,,,
1986-02-04,,742.4499999999994,,-6.851552499999968,,1188.2999999999993,,,
1986-02-05,,742.7499999999993,,-7.382802499999968,,1190.1999999999994,,,
1986-02-06,,742.7499999999993,,-7.726552499999968,,1191.2999999999993,,,
1986-02-07,,744.8999999999994,,-8.257802499999968,,1193.3999999999992,,,
1986-02-10,,746.2999999999994,,-7.601552499999968,,1191.6999999999994,,,
1986-02-11,,745.2999999999994,,-7.007802499999968,,1192.499999999999,,,
1986-02-12,,745.5999999999993,,-6.914052499999968,,1191.6999999999994,,,
1986-02-13,,747.1999999999994,,-6.476552499999968,,1186.1999999999994,,,
1986-02-14,,749.3999999999994,,-5.414052499999968,,1187.0999999999992,,,
1986-02-18,,751.9499999999994,,-5.226552499999968,,1190.5999999999992,,,
1986-02-19,,749.6499999999994,,-5.726552499999968,,1189.8999999999992,,,
1986-02-20,,752.5999999999995,,-5.414052499999968,,1192.2999999999993,,,
1986-02-21,,753.6999999999994,,-4.226552499999968,,1194.1999999999994,,,
1986-02-24,,754.4499999999994,,-3.4765524999999684,,1201.8999999999992,,,
1986-02-25,,753.0499999999994,,-3.726552499999968,,1200.8999999999992,,,
1986-02-26,,753.3999999999994,,-3.3203024999999684,,1189.3999999999994,,,
1986-02-27,,756.0499999999994,,-1.7890524999999684,,1190.0999999999992,,,
1986-02-28,,754.7499999999993,,-1.6328024999999684,,1191.8999999999992,,,
1986-03-03,,754.1999999999994,,-0.7890524999999684,,1191.3999999999992,,,
1986-03-04,,753.0999999999995,,-0.5078024999999684,,1196.8999999999992,,,
1986-03-05,,754.1999999999994,,-2.1015524999999684,,1195.3999999999992,,,
1986-03-06,,755.4499999999994,,-1.6328024999999684,,1195.1999999999994,,,
1986-03-07,,754.6499999999994,,-1.1015524999999684,,1196.5999999999992,,,
1986-03-10,,756.3499999999993,,0.3359475000000316,,1194.1999999999994,,,
1986-03-11,,762.0499999999994,,0.4609475000000316,,1195.7999999999993,,,
1986-03-12,,761.4499999999994,,0.5546975000000316,,1203.8999999999992,,,
1986-03-13,,763.0499999999994,,0.1484475000000316,,1200.0999999999992,,,
1986-03-14,,764.3499999999995,,0.4609475000000316,,1199.799999999999,,,
1986-03-17,,762.4999999999993,,0.1484475000000316,,1201.6999999999991,,,
1986-03-18,,765.2499999999993,,-0.4453024999999684,,1201.1999999999991,,,
1986-03-19,,764.2999999999994,,-0.1328024999999684,,1201.6999999999991,,,
1986-03-20,,765.5499999999994,,0.1171975000000316,,1203.5999999999992,,,
1986-03-21,,762.9999999999993,,-0.3515524999999684,,1208.299999999999,,,
1986-03-24,,762.9499999999994,,0.5546975000000316,,1202.1999999999991,,,
1986-03-25,,763.9999999999993,,0.5859475000000316,,1194.8999999999992,,,
1986-03-26,,767.2999999999994,,1.1171975000000316,,1195.5999999999992,,,
1986-03-27,,767.4499999999994,,1.929697500000032,,1193.999999999999,,,
1986-03-31,,766.7999999999994,,2.648447500000032,,1181.999999999999,,,
1986-04-01,,762.2999999999994,,2.585947500000032,,1184.1999999999994,,,
1986-04-02,,763.2499999999993,,2.742197500000032,,1186.6999999999994,,,
1986-04-03,,758.5499999999994,,2.148447500000032,,1185.5999999999992,,,
1986-04-04,,754.6999999999994,,1.6796975000000316,,1185.5999999999992,,,
1986-04-07,,755.0999999999995,,1.6796975000000316,,1189.6999999999994,,,
1986-04-08,,761.3999999999994,,3.054697500000032,,1190.0999999999992,,,
1986-04-09,,761.1499999999994,,3.460947500000032,,1189.3999999999994,,,
1986-04-10,,763.8499999999995,,3.367197500000032,,1188.8999999999994,,,
1986-04-11,,762.4499999999994,,2.898447500000032,,1194.6999999999994,,,
1986-04-14,,764.8499999999995,,3.742197500000032,,1191.3999999999992,,,
1986-04-15,,764.6499999999994,,3.335947500000032,,1190.5999999999992,,,
1986-04-16,,769.9999999999993,,5.023447500000032,,1189.0999999999992,,,
1986-04-17,,770.5999999999995,,4.429697500000032,,1188.6999999999994,,,
1986-04-18,,769.0999999999995,,3.898447500000032,,1193.8999999999992,,,
1986-04-21,,772.0499999999995,,3.960947500000032,,1192.8999999999992,,,
1986-04-22,,768.6999999999994,,2.492197500000032,,1196.1999999999991,,,
1986-04-23,,769.0999999999995,,1.6484475000000316,,1195.2999999999993,,,
1986-04-24,,767.9999999999993,,0.9296975000000316,,1194.2999999999993,,,
1986-04-25,,769.2499999999993,,0.5859475000000316,,1193.3999999999992,,,
1986-04-28,,770.4999999999993,,1.4609475000000316,,1192.999999999999,,,
1986-04-29,,766.2499999999993,,2.179697500000032,,1194.0999999999992,,,
1986-04-30,,760.5999999999995,,2.148447500000032,,1195.2999999999993,,,
1986-05-01,,760.7499999999993,,1.4921975000000316,,1189.999999999999,,,
1986-05-02,,760.5499999999994,,0.9921975000000316,,1191.8999999999992,,,
1986-05-05,,763.6499999999994,,1.929697500000032,,1191.3999999999992,,,
1986-05-06,,763.0499999999994,,1.6484475000000316,,1191.1999999999994,,,
1986-05-07,,762.7499999999993,,1.2109475000000316,,1192.999999999999,,,
1986-05-08,,762.9999999999993,,1.5546975000000316,,1192.6999999999994,,,
1986-05-09,,764.0999999999995,,0.9609475000000316,,1192.6999999999994,,,
1986-05-12,,763.0499999999994,,-0.3203024999999684,,1192.6999999999994,,,
1986-05-13,,762.2999999999994,,0.3046975000000316,,1192.2999999999993,,,
1986-05-14,,762.9499999999994,,0.1171975000000316,,1190.2999999999993,,,
1986-05-15,,759.1999999999994,,-0.8828024999999684,,1190.5999999999992,,,
1986-05-16,,757.9999999999993,,-1.9140524999999684,,1190.999999999999,,,
1986-05-19,,758.5999999999995,,-1.9140524999999684,,1187.8999999999994,,,
1986-05-20,,762.6499999999994,,-1.1015524999999684,,1186.999999999999,,,
1986-05-21,,762.1999999999994,,-1.1640524999999684,,1186.999999999999,,,
1986-05-22,,767.3999999999994,,-1.1328024999999684,,1189.7999999999993,,,
1986-05-23,,768.2499999999993,,-0.7265524999999684,,1189.5999999999992,,,
1986-05-27,,772.1499999999994,,-0.0390524999999684,,1188.999999999999,,,
1986-05-28,,773.6499999999994,,-0.2265524999999684,,1189.6999999999994,,,
1986-05-29,,774.6499999999994,,-2.1015524999999684,,1190.7999999999993,,,
1986-05-30,,773.3499999999995,,-2.5390524999999684,,1190.8999999999994,,,
1986-06-02,,770.8499999999995,,-4.132802499999968,,1188.8999999999994,,,
1986-06-03,,771.8999999999994,,-2.7265524999999684,,1189.0999999999997,,,
1986-06-04,,770.1999999999994,,-4.257802499999968,,1188.5999999999997,,,
1986-06-05,,771.7999999999994,,-3.4453024999999684,,1188.3999999999994,,,
1986-06-06,,771.3999999999994,,-1.4453024999999684,,1188.5999999999997,,,
1986-06-09,,764.6999999999994,,-2.9765524999999684,,1197.999999999999,,,
1986-06-10,,765.0999999999995,,-2.5390524999999684,,1194.999999999999,,,
1986-06-11,,766.4999999999993,,-1.7578024999999684,,1195.499999999999,,,
1986-06-12,,767.1499999999994,,-1.7890524999999684,,1193.5999999999992,,,
1986-06-13,,772.2499999999993,,-0.0078024999999684,,1192.5999999999992,,,
1986-06-16,,772.6999999999994,,0.5859475000000316,,1181.2999999999995,,,
1986-06-17,,770.0499999999993,,0.6484475000000316,,1183.0999999999997,,,
1986-06-18,,771.3499999999995,,0.5859475000000316,,1184.2999999999993,,,
1986-06-19,,769.5999999999993,,-0.6328024999999684,,1184.6999999999994,,,
1986-06-20,,771.9999999999993,,0.5546975000000316,,1186.499999999999,,,
1986-06-23,,769.6499999999994,,1.0234475000000316,,1187.0999999999997,,,
1986-06-24,,772.6499999999994,,1.2421975000000316,,1188.999999999999,,,
1986-06-25,,773.6999999999994,,1.2421975000000316,,1190.8999999999994,,,
1986-06-26,,774.1499999999994,,1.3359475000000316,,1190.3999999999994,,,
1986-06-27,,774.1999999999994,,1.7734475000000316,,1190.6999999999994,,,
1986-06-30,,776.3499999999995,,1.929697500000032,,1191.499999999999,,,
1986-07-01,,778.0499999999993,,1.867197500000032,,1189.5999999999992,,,
1986-07-02,,778.5999999999995,,1.7421975000000316,,1188.6999999999994,,,
1986-07-03,,776.0999999999995,,2.648447500000032,,,,,
1986-07-07,,767.6499999999994,,2.210947500000032,,1189.6999999999994,,,
1986-07-08,,765.7499999999993,,1.5546975000000316,,1194.999999999999,,,
1986-07-09,,766.9499999999994,,2.273447500000032,,1193.3999999999994,,,
1986-07-10,,768.2499999999993,,2.210947500000032,,1192.3999999999994,,,
1986-07-11,,766.3499999999993,,2.242197500000032,,1191.5999999999992,,,
1986-07-14,,762.3999999999994,,2.523447500000032,,1190.1999999999994,,,
1986-07-15,,759.1499999999994,,3.273447500000032,,1192.8999999999994,,,
1986-07-16,,759.1999999999994,,2.898447500000032,,1192.499999999999,,,
1986-07-17,,760.2499999999993,,2.929697500000032,,1192.499999999999,,,
1986-07-18,,760.9499999999994,,3.085947500000032,,1200.2999999999993,,,
1986-07-21,,760.4499999999994,,3.460947500000032,,1199.3999999999992,,,
1986-07-22,,762.4999999999993,,3.054697500000032,,1197.499999999999,,,
1986-07-23,,762.0499999999993,,2.523447500000032,,1192.7999999999993,,,
1986-07-24,,762.4999999999993,,1.960947500000032,,1193.0999999999992,,,
1986-07-25,,764.9999999999993,,2.117197500000032,,1191.999999999999,,,
1986-07-28,,758.9499999999994,,0.7734475000000316,,1198.8999999999992,,,
1986-07-29,,759.1999999999994,,1.7734475000000316,,1195.999999999999,,,
1986-07-30,,761.7999999999993,,1.960947500000032,,1195.999999999999,,,
1986-07-31,,760.0499999999993,,2.492197500000032,,1206.999999999999,,,
1986-08-01,,757.2499999999993,,2.710947500000032,,1204.7999999999993,,,
1986-08-04,,761.1499999999994,,2.742197500000032,,1204.2999999999993,,,
1986-08-05,,761.8499999999995,,2.429697500000032,,1203.3999999999992,,,
1986-08-06,,761.3999999999994,,1.898447500000032,,1204.7999999999993,,,
1986-08-07,,761.5499999999993,,2.304697500000032,,1206.5999999999992,,,
1986-08-08,,761.3999999999994,,3.242197500000032,,1219.6999999999991,,,
1986-08-11,,765.3999999999994,,3.648447500000032,,1235.499999999999,,,
1986-08-12,,768.2999999999994,,3.898447500000032,,1229.499999999999,,,
1986-08-13,,770.5499999999993,,4.429697500000032,,1228.6999999999991,,,
1986-08-14,,771.6499999999994,,4.242197500000032,,1230.6999999999991,,,
1986-08-15,,772.1499999999994,,4.273447500000032,,1227.1999999999991,,,
1986-08-18,,772.3499999999995,,4.429697500000032,,1219.799999999999,,,
1986-08-19,,771.4999999999993,,4.929697500000032,,1218.099999999999,,,
1986-08-20,,774.8499999999995,,5.242197500000032,,1222.1999999999991,,,
1986-08-21,,774.6999999999994,,5.242197500000032,,1227.599999999999,,,
1986-08-22,,774.6999999999994,,4.429697500000032,,1216.499999999999,,,
1986-08-25,,773.6999999999994,,4.742197500000032,,1223.499999999999,,,
1986-08-26,,777.8499999999995,,5.460947500000032,,1222.599999999999,,,
1986-08-27,,777.9499999999994,,4.742197500000032,,1223.299999999999,,,
1986-08-28,,777.7499999999993,,5.054697500000032,,1228.999999999999,,,
1986-08-29,,776.7499999999993,,5.648447500000032,,1230.1999999999991,,,
1986-09-02,,772.0499999999993,,4.835947500000032,,1248.299999999999,,,
1986-09-03,,774.8999999999994,,3.742197500000032,,1247.099999999999,,,
1986-09-04,,778.5499999999993,,3.929697500000032,,1252.299999999999,,,
1986-09-05,,774.1499999999994,,3.085947500000032,,1264.999999999999,,,
1986-09-08,,773.2499999999993,,2.460947500000032,,1253.1999999999991,,,
1986-09-09,,772.4499999999994,,2.835947500000032,,1251.1999999999991,,,
1986-09-10,,771.5999999999995,,2.960947500000032,,1246.499999999999,,,
1986-09-11,,757.9999999999993,,1.929697500000032,,1249.6999999999991,,,
1986-09-12,,752.7999999999993,,1.3671975000000316,,1258.1999999999991,,,
1986-09-15,,754.2499999999993,,1.960947500000032,,1258.999999999999,,,
1986-09-16,,753.9499999999994,,1.960947500000032,,1256.8999999999992,,,
1986-09-17,,753.4499999999994,,2.742197500000032,,1255.599999999999,,,
1986-09-18,,754.0499999999993,,1.7109475000000316,,1259.299999999999,,,
1986-09-19,,753.5999999999995,,1.3984475000000316,,1277.599999999999,,,
1986-09-22,,757.6999999999994,,1.7734475000000316,,1281.799999999999,,,
1986-09-23,,759.6999999999994,,1.929697500000032,,1272.599999999999,,,
1986-09-24,,758.9999999999993,,2.773447500000032,,1272.599999999999,,,
1986-09-25,,754.4499999999994,,2.617197500000032,,1275.3999999999992,,,
1986-09-26,,755.0499999999994,,2.960947500000032,,1267.999999999999,,,
1986-09-29,,752.6499999999994,,2.273447500000032,,1263.599999999999,,,
1986-09-30,,753.6999999999994,,2.960947500000032,,1266.299999999999,,,
1986-10-01,,756.6999999999994,,3.148447500000032,,1265.699999999999,,,
1986-10-02,,757.8499999999993,,2.960947500000032,,1277.599999999999,,,
1986-10-03,,755.4999999999993,,3.960947500000032,,1273.999999999999,,,
1986-10-06,,757.1999999999994,,4.148447500000032,,1279.299999999999,,,
1986-10-07,,757.6499999999994,,4.242197500000032,,1281.299999999999,,,
1986-10-08,,759.7999999999993,,3.773447500000032,,1278.899999999999,,,
1986-10-09,,758.1999999999994,,4.054697500000032,,1269.499999999999,,,
1986-10-10,,758.1999999999994,,3.742197500000032,,1270.999999999999,,,
1986-10-13,,759.8999999999994,,3.429697500000032,,1273.6999999999991,,,
1986-10-14,,757.8499999999993,,2.617197500000032,,1266.999999999999,,,
1986-10-15,,762.7999999999993,,2.898447500000032,,1265.199999999999,,,
1986-10-16,,762.8499999999995,,2.679697500000032,,1263.899999999999,,,
1986-10-17,,761.0499999999993,,2.617197500000032,,1258.6999999999991,,,
1986-10-20,,758.5999999999993,,2.023447500000032,,1265.399999999999,,,
1986-10-21,,758.3499999999993,,2.710947500000032,,1264.399999999999,,,
1986-10-22,,758.2499999999993,,3.179697500000032,,1265.199999999999,,,
1986-10-23,,762.6999999999994,,3.648447500000032,,1253.999999999999,,,
1986-10-24,,760.8499999999995,,3.429697500000032,,1246.1999999999991,,,
1986-10-27,,762.2999999999993,,3.773447500000032,,1246.799999999999,,,
1986-10-28,,761.8999999999994,,3.648447500000032,,1250.399999999999,,,
1986-10-29,,763.7999999999993,,4.148447500000032,,1243.799999999999,,,
1986-10-30,,766.8999999999994,,4.617197500000032,,1246.399999999999,,,
1986-10-31,,767.7999999999994,,4.523447500000032,,1241.999999999999,,,
1986-11-03,,769.0499999999994,,4.773447500000032,,1243.299999999999,,,
1986-11-04,,769.3999999999994,,4.679697500000032,,1247.599999999999,,,
1986-11-05,,770.2999999999993,,4.679697500000032,,1244.999999999999,,,
1986-11-06,,769.2999999999994,,4.117197500000032,,1248.899999999999,,,
1986-11-07,,768.9999999999993,,3.710947500000032,,1247.099999999999,,,
1986-11-10,,769.6499999999994,,3.804697500000032,,1243.999999999999,,,
1986-11-11,,770.7999999999993,,3.867197500000032,,1245.799999999999,,,
1986-11-12,,770.0499999999993,,4.085947500000032,,1245.899999999999,,,
1986-11-13,,764.6499999999994,,4.148447500000032,,1245.999999999999,,,
1986-11-14,,768.3999999999994,,4.460947500000032,,1235.299999999999,,,
1986-11-17,,766.4499999999994,,4.992197500000032,,1225.799999999999,,,
1986-11-18,,760.1499999999994,,4.617197500000032,,1230.999999999999,,,
1986-11-19,,761.1999999999994,,5.242197500000032,,1224.999999999999,,,
1986-11-20,,765.2999999999993,,5.179697500000032,,1228.1999999999991,,,
1986-11-21,,767.9499999999994,,5.398447500000032,,1215.799999999999,,,
1986-11-24,,771.2999999999993,,5.710947500000032,,1218.899999999999,,,
1986-11-25,,772.6499999999994,,5.242197500000032,,1222.099999999999,,,
1986-11-26,,772.6499999999994,,5.460947500000032,,1219.599999999999,,,
1986-11-28,,771.7499999999993,,5.523447500000032,,1227.399999999999,,,
1986-12-01,,774.1499999999994,,5.367197500000032,,1230.099999999999,,,
1986-12-02,,777.5999999999995,,6.273447500000032,,1225.4999999999989,,,
1986-12-03,,777.3999999999994,,6.242197500000032,,1228.399999999999,,,
1986-12-04,,777.7499999999993,,6.710947500000032,,1224.299999999999,,,
1986-12-05,,775.0499999999993,,5.773447500000032,,1225.4999999999989,,,
1986-12-08,,775.0499999999993,,6.304697500000032,,1226.299999999999,,,
1986-12-09,,773.0499999999993,,6.273447500000032,,1222.9999999999989,,,
1986-12-10,,774.1999999999994,,6.492197500000032,,1225.699999999999,,,
1986-12-11,,771.2499999999993,,6.054697500000032,,1226.299999999999,,,
1986-12-12,,770.0499999999994,,6.085947500000032,,1228.399999999999,,,
1986-12-15,,771.7999999999994,,5.960947500000032,,1230.999999999999,,,
1986-12-16,,772.2999999999995,,6.273447500000032,,1228.899999999999,,,
1986-12-17,,770.6499999999994,,6.335947500000032,,1227.899999999999,,,
1986-12-18,,770.0999999999995,,6.460947500000032,,1230.3999999999992,,,
1986-12-19,,770.8999999999994,,6.554697500000032,,1228.399999999999,,,
1986-12-22,,770.9499999999994,,6.585947500000032,,1228.899999999999,,,
1986-12-23,,769.5499999999994,,6.773447500000032,,1224.099999999999,,,
1986-12-24,,770.4499999999994,,6.710947500000032,,1225.599999999999,,,
1986-12-26,,769.8499999999995,,6.679697500000032,,,,,
1986-12-29,,765.7999999999994,,6.085947500000032,,1224.4999999999989,,,
1986-12-30,,765.5999999999993,,5.773447500000032,,1224.9999999999989,,,
1986-12-31,,764.2999999999994,,5.679697500000032,,1239.499999999999,,,
1987-01-02,,768.8999999999994,,6.460947500000032,,1236.599999999999,,,
1987-01-05,,775.3999999999994,,6.929697500000032,,1237.599999999999,,,
1987-01-06,,775.6999999999994,,6.835947500000032,,1234.799999999999,,,
1987-01-07,,778.3999999999994,,6.992197500000032,,1236.899999999999,,,
1987-01-08,,779.4499999999994,,6.960947500000032,,1236.499999999999,,,
1987-01-09,,781.6499999999994,,7.148447500000032,,1240.099999999999,,,
1987-01-12,,782.8999999999994,,6.867197500000032,,1242.799999999999,,,
1987-01-13,,783.4999999999993,,6.679697500000032,,1244.899999999999,,,
1987-01-14,,785.4499999999994,,6.429697500000032,,1251.799999999999,,,
1987-01-15,,789.0999999999995,,6.679697500000032,,1249.599999999999,,,
1987-01-16,,788.8499999999995,,7.148447500000032,,1249.899999999999,,,
1987-01-19,,793.5499999999993,,7.367197500000032,,1255.899999999999,,,
1987-01-20,,791.5499999999993,,7.304697500000032,,1240.799999999999,,,
1987-01-21,,791.0499999999993,,7.335947500000032,,1241.399999999999,,,
1987-01-22,,798.5499999999993,,7.242197500000032,,1241.499999999999,,,
1987-01-23,,791.4499999999994,,6.867197500000032,,1237.899999999999,,,
1987-01-26,,793.4999999999993,,6.460947500000032,,1243.899999999999,,,
1987-01-27,,796.5999999999995,,6.554697500000032,,1248.299999999999,,,
1987-01-28,,799.6999999999994,,6.867197500000032,,1243.1999999999991,,,
1987-01-29,,797.2999999999993,,6.835947500000032,,1245.1999999999991,,,
1987-01-30,,796.2999999999993,,6.554697500000032,,1237.499999999999,,,
1987-02-02,,799.4999999999993,,6.367197500000032,,1233.3999999999992,,,
1987-02-03,,798.4999999999993,,6.242197500000032,,1235.799999999999,,,
1987-02-04,,802.8499999999995,,6.367197500000032,,1234.799999999999,,,
1987-02-05,,804.4999999999993,,6.835947500000032,,1236.799999999999,,,
1987-02-06,,803.3499999999995,,6.835947500000032,,1235.999999999999,,,
1987-02-09,,801.4999999999993,,6.179697500000032,,1235.799999999999,,,
1987-02-10,,797.9999999999993,,5.804697500000032,,1234.799999999999,,,
1987-02-11,,799.7999999999993,,5.492197500000032,,1234.099999999999,,,
1987-02-12,,798.8999999999994,,5.929697500000032,,1226.899999999999,,,
1987-02-13,,804.1999999999994,,6.023447500000032,,1229.299999999999,,,
1987-02-17,,809.1999999999994,,5.960947500000032,,1223.4999999999989,,,
1987-02-18,,808.8499999999995,,6.273447500000032,,1223.899999999999,,,
1987-02-19,,808.3499999999995,,6.617197500000032,,1231.299999999999,,,
1987-02-20,,807.7999999999993,,6.679697500000032,,1237.299999999999,,,
1987-02-23,,804.9999999999993,,6.867197500000032,,1233.1999999999991,,,
1987-02-24,,804.5999999999995,,7.148447500000032,,1233.1999999999991,,,
1987-02-25,,806.0499999999993,,6.960947500000032,,1233.799999999999,,,
1987-02-26,,805.6999999999994,,6.960947500000032,,1237.099999999999,,,
1987-02-27,,805.6999999999994,,7.117197500000032,,1235.999999999999,,,
1987-03-02,,805.7499999999993,,7.242197500000032,,1234.1999999999991,,,
1987-03-03,,806.2499999999993,,7.023447500000032,,1237.6999999999991,,,
1987-03-04,,811.1499999999994,,7.492197500000032,,1240.799999999999,,,
1987-03-05,,812.3499999999995,,7.460947500000032,,1237.399999999999,,,
