date,KOSPI,SP500,VIX,US10,KR10,GOLD,CRUDE_W,NIKKEI,EUROSTX
1976-02-19,,,,,,1345.099999999999,,,
1976-02-20,,,,,,1346.1999999999991,,,
1976-02-23,,,,,,1346.099999999999,,,
1976-02-24,,,,,,1348.799999999999,,,
1976-02-25,,,,,,1348.1999999999991,,,
1976-02-26,,,,,,1346.999999999999,,,
1976-02-27,,,,,,1347.1999999999991,,,
1976-03-01,,,,,,1346.8999999999992,,,
1976-03-02,,,,,,1346.3999999999992,,,
1976-03-03,,,,,,1346.799999999999,,,
1976-03-04,,,,,,1347.799999999999,,,
1976-03-05,,,,,,1349.099999999999,,,
1976-03-08,,,,,,1348.099999999999,,,
1976-03-09,,,,,,1348.299999999999,,,
1976-03-10,,,,,,1348.799999999999,,,
1976-03-11,,,,,,1348.3999999999992,,,
1976-03-12,,,,,,1348.099999999999,,,
1976-03-15,,,,,,1348.099999999999,,,
1976-03-16,,,,,,1347.8999999999992,,,
1976-03-17,,,,,,1348.999999999999,,,
1976-03-18,,,,,,1348.8999999999992,,,
1976-03-19,,,,,,1349.3999999999992,,,
1976-03-22,,,,,,1348.799999999999,,,
1976-03-23,,,,,,1348.499999999999,,,
1976-03-24,,,,,,1347.999999999999,,,
1976-03-25,,,,,,1347.6999999999991,,,
1976-03-26,,,,,,1343.799999999999,,,
1976-03-29,,,,,,1342.6999999999991,,,
1976-03-30,,,,,,1344.099999999999,,,
1976-03-31,,,,,,1343.6999999999991,,,
1976-04-01,,,,,,1343.6999999999991,,,
1976-04-02,,,,,,1343.599999999999,,,
1976-04-05,,,,,,1342.099999999999,,,
1976-04-06,,,,,,1342.499999999999,,,
1976-04-07,,,,,,1341.999999999999,,,
1976-04-08,,,,,,1343.3999999999992,,,
1976-04-09,,,,,,1341.499999999999,,,
1976-04-12,,,,,,1342.499999999999,,,
1976-04-13,,,,,,1342.499999999999,,,
1976-04-14,,,,,,1342.099999999999,,,
1976-04-15,,,,,,1342.099999999999,,,
1976-04-19,,,,,,1342.799999999999,,,
1976-04-20,,,,,,1342.8999999999992,,,
1976-04-21,,,,,,1341.799999999999,,,
1976-04-22,,,,,,1341.8999999999992,,,
1976-04-23,,,,,,1341.8999999999992,,,
1976-04-26,,,,,,1342.599999999999,,,
1976-04-27,,,,,,1343.1999999999991,,,
1976-04-28,,,,,,1342.499999999999,,,
1976-04-29,,,,,,1342.499999999999,,,
1976-04-30,,,,,,1342.8999999999992,,,
1976-05-03,,,,,,1342.8999999999992,,,
1976-05-04,,,,,,1342.1999999999991,,,
1976-05-05,,,,,,1342.299999999999,,,
1976-05-06,,,,,,1343.3999999999992,,,
1976-05-07,,,,,,1342.999999999999,,,
1976-05-10,,,,,,1342.6999999999991,,,
1976-05-11,,,,,,1342.599999999999,,,
1976-05-12,,,,,,1342.499999999999,,,
1976-05-13,,,,,,1342.1999999999991,,,
1976-05-14,,,,,,1342.1999999999991,,,
1976-05-17,,,,,,1342.099999999999,,,
1976-05-18,,,,,,1341.799999999999,,,
1976-05-19,,,,,,1339.999999999999,,,
1976-05-20,,,,,,1340.099999999999,,,
1976-05-21,,,,,,1340.1999999999991,,,
1976-05-24,,,,,,1339.499999999999,,,
1976-05-25,,,,,,1338.8999999999992,,,
1976-05-26,,,,,,1340.8999999999992,,,
1976-05-27,,,,,,1340.799999999999,,,
1976-05-28,,,,,,1339.999999999999,,,
1976-06-01,,,,,,1342.099999999999,,,
1976-06-02,,,,,,1343.8999999999992,,,
1976-06-03,,,,,,1341.999999999999,,,
1976-06-04,,,,,,1340.6999999999991,,,
1976-06-07,,,,,,1341.499999999999,,,
1976-06-08,,,,,,1341.299999999999,,,
1976-06-09,,,,,,1340.799999999999,,,
1976-06-10,,,,,,1340.499999999999,,,
1976-06-11,,,,,,1339.599999999999,,,
1976-06-14,,,,,,1339.8999999999992,,,
1976-06-15,,,,,,1339.799999999999,,,
1976-06-16,,,,,,1339.1999999999991,,,
1976-06-17,,,,,,1339.799999999999,,,
1976-06-18,,,,,,1339.8999999999992,,,
1976-06-21,,,,,,1339.8999999999992,,,
1976-06-22,,,,,,1338.6999999999991,,,
1976-06-23,,,,,,1338.299999999999,,,
1976-06-24,,,,,,1338.3999999999992,,,
1976-06-25,,,,,,1338.1999999999991,,,
1976-06-28,,,,,,1336.6999999999991,,,
1976-06-29,,,,,,1336.8999999999992,,,
1976-06-30,,,,,,1336.599999999999,,,
1976-07-01,,,,,,1336.299999999999,,,
1976-07-02,,,,,,1336.799999999999,,,
1976-07-06,,,,,,1336.8999999999992,,,
1976-07-07,,,,,,1336.599999999999,,,
1976-07-08,,,,,,1336.3999999999992,,,
1976-07-09,,,,,,1335.499999999999,,,
1976-07-12,,,,,,1334.8999999999992,,,
1976-07-13,,,,,,1335.6999999999991,,,
1976-07-14,,,,,,1335.799999999999,,,
1976-07-15,,,,,,1330.1999999999991,,,
1976-07-16,,,,,,1330.5999999999992,,,
1976-07-19,,,,,,1325.2999999999993,,,
1976-07-20,,,,,,1321.5999999999992,,,
1976-07-21,,,,,,1325.499999999999,,,
1976-07-22,,,,,,1323.6999999999994,,,
1976-07-23,,,,,,1323.8999999999992,,,
1976-07-26,,,,,,1324.7999999999993,,,
1976-07-27,,,,,,1325.7999999999993,,,
1976-07-28,,,,,,1325.5999999999992,,,
1976-07-29,,,,,,1324.0999999999992,,,
1976-07-30,,,,,,1324.5999999999992,,,
1976-08-02,,,,,,1323.7999999999993,,,
1976-08-03,,,,,,1324.3999999999992,,,
